"Step","SHF-Accum-v2-128 - score_train_avg","SHF-Accum-v2-128 - score_train_avg__MIN","SHF-Accum-v2-128 - score_train_avg__MAX","SHF-Accum-v2-64 - score_train_avg","SHF-Accum-v2-64 - score_train_avg__MIN","SHF-Accum-v2-64 - score_train_avg__MAX","SHF-Accum-v2-32 - score_train_avg","SHF-Accum-v2-32 - score_train_avg__MIN","SHF-Accum-v2-32 - score_train_avg__MAX","SHF-Accum-v2-16 - score_train_avg","SHF-Accum-v2-16 - score_train_avg__MIN","SHF-Accum-v2-16 - score_train_avg__MAX","SHF-Accum-v2-8 - score_train_avg","SHF-Accum-v2-8 - score_train_avg__MIN","SHF-Accum-v2-8 - score_train_avg__MAX","SHF-Accum-v2-4 - score_train_avg","SHF-Accum-v2-4 - score_train_avg__MIN","SHF-Accum-v2-4 - score_train_avg__MAX","SHF-Accum-v2-3 - score_train_avg","SHF-Accum-v2-3 - score_train_avg__MIN","SHF-Accum-v2-3 - score_train_avg__MAX","SHF-Accum-v2-2 - score_train_avg","SHF-Accum-v2-2 - score_train_avg__MIN","SHF-Accum-v2-2 - score_train_avg__MAX","SHF-Accum-v2-1 - score_train_avg","SHF-Accum-v2-1 - score_train_avg__MIN","SHF-Accum-v2-1 - score_train_avg__MAX","SHF-Accum-v2-0 - score_train_avg","SHF-Accum-v2-0 - score_train_avg__MIN","SHF-Accum-v2-0 - score_train_avg__MAX"
"1165","","","","","","","","","","","","","","","","","","","","","","","","","1.3033447265625","1.3033447265625","1.3033447265625","","",""
"1166","","","","","","","","","","","","","","","","","","","","","","-0.784881591796875","-0.784881591796875","-0.784881591796875","-3.39013671875","-3.39013671875","-3.39013671875","","",""
"1167","","","","","","","","","","","","","","","","","","","-0.7099278767903646","-0.7099278767903646","-0.7099278767903646","","","","0.1725616455078125","0.1725616455078125","0.1725616455078125","","",""
"1168","","","","","","","","","","-1.4591643810272217","-1.4591643810272217","-1.4591643810272217","-1.9407405853271484","-1.9407405853271484","-1.9407405853271484","-1.0182266235351562","-1.0182266235351562","-1.0182266235351562","","","","-1.43292236328125","-1.43292236328125","-1.43292236328125","-3.61865234375","-3.61865234375","-3.61865234375","","",""
"1169","","","","","","","","","","","","","","","","","","","","","","","","","0.2592620849609375","0.2592620849609375","0.2592620849609375","","",""
"1170","","","","","","","","","","","","","","","","","","","-1.9919989903767903","-1.9919989903767903","-1.9919989903767903","-1.2385921478271484","-1.2385921478271484","-1.2385921478271484","-2.69970703125","-2.69970703125","-2.69970703125","","",""
"1171","","","","","","","","","","","","","","","","","","","","","","","","","-1.1431198120117188","-1.1431198120117188","-1.1431198120117188","","",""
"1172","","","","","","","","","","","","","","","","-1.4108943939208984","-1.4108943939208984","-1.4108943939208984","","","","-1.2090377807617188","-1.2090377807617188","-1.2090377807617188","-1.95947265625","-1.95947265625","-1.95947265625","","",""
"1173","","","","","","","","","","","","","","","","","","","-1.0380857785542805","-1.0380857785542805","-1.0380857785542805","","","","0.27220916748046875","0.27220916748046875","0.27220916748046875","","",""
"1174","","","","","","","","","","","","","","","","","","","","","","-1.115056037902832","-1.115056037902832","-1.115056037902832","-2.35888671875","-2.35888671875","-2.35888671875","","",""
"1175","","","","","","","","","","","","","","","","","","","","","","","","","-1.4996337890625","-1.4996337890625","-1.4996337890625","","",""
"1176","","","","","","","","","","","","","-1.4481829404830933","-1.4481829404830933","-1.4481829404830933","-1.506265640258789","-1.506265640258789","-1.506265640258789","-2.255615234375","-2.255615234375","-2.255615234375","-1.349884033203125","-1.349884033203125","-1.349884033203125","-1.7786865234375","-1.7786865234375","-1.7786865234375","","",""
"1177","","","","","","","","","","","","","","","","","","","","","","","","","-2.025390625","-2.025390625","-2.025390625","","",""
"1178","","","","","","","","","","","","","","","","","","","","","","-1.4276275634765625","-1.4276275634765625","-1.4276275634765625","-0.92041015625","-0.92041015625","-0.92041015625","","",""
"1179","","","","","","","","","","","","","","","","","","","-1.5157826741536458","-1.5157826741536458","-1.5157826741536458","","","","0.02886199951171875","0.02886199951171875","0.02886199951171875","","",""
"1180","","","","","","","","","","","","","","","","-1.426422119140625","-1.426422119140625","-1.426422119140625","","","","-0.8901095390319824","-0.8901095390319824","-0.8901095390319824","-2.213623046875","-2.213623046875","-2.213623046875","","",""
"1181","","","","","","","","","","","","","","","","","","","","","","","","","-1.3857421875","-1.3857421875","-1.3857421875","","",""
"1182","","","","","","","","","","","","","","","","","","","-1.2594417730967205","-1.2594417730967205","-1.2594417730967205","-0.6005122661590576","-0.6005122661590576","-0.6005122661590576","0.12449264526367188","0.12449264526367188","0.12449264526367188","","",""
"1183","","","","","","","","","","","","","","","","","","","","","","","","","-0.28612518310546875","-0.28612518310546875","-0.28612518310546875","","",""
"1184","","","","","","","-1.2981541268527508","-1.2981541268527508","-1.2981541268527508","-1.2026640474796295","-1.2026640474796295","-1.2026640474796295","-0.9856330156326294","-0.9856330156326294","-0.9856330156326294","-0.5575618743896484","-0.5575618743896484","-0.5575618743896484","","","","-0.25197505950927734","-0.25197505950927734","-0.25197505950927734","-0.10841865837574005","-0.10841865837574005","-0.10841865837574005","","",""
"1185","","","","","","","","","","","","","","","","","","","-1.4186687469482422","-1.4186687469482422","-1.4186687469482422","","","","-2.2958984375","-2.2958984375","-2.2958984375","","",""
"1186","","","","","","","","","","","","","","","","","","","","","","-0.60198974609375","-0.60198974609375","-0.60198974609375","0.8052978515625","0.8052978515625","0.8052978515625","","",""
"1187","","","","","","","","","","","","","","","","","","","","","","","","","-4.462890625","-4.462890625","-4.462890625","","",""
"1188","","","","","","","","","","","","","","","","-1.9124298095703125","-1.9124298095703125","-1.9124298095703125","-1.5072682698567708","-1.5072682698567708","-1.5072682698567708","-3.03997802734375","-3.03997802734375","-3.03997802734375","-1.61474609375","-1.61474609375","-1.61474609375","","",""
"1189","","","","","","","","","","","","","","","","","","","","","","","","","-4.1495361328125","-4.1495361328125","-4.1495361328125","","",""
"1190","","","","","","","","","","","","","","","","","","","","","","-2.9190673828125","-2.9190673828125","-2.9190673828125","-1.322509765625","-1.322509765625","-1.322509765625","","",""
"1191","","","","","","","","","","","","","","","","","","","-2.2437337239583335","-2.2437337239583335","-2.2437337239583335","","","","-1.3350830078125","-1.3350830078125","-1.3350830078125","","",""
"1192","","","","","","","","","","","","","-1.93864107131958","-1.93864107131958","-1.93864107131958","-1.521209716796875","-1.521209716796875","-1.521209716796875","","","","-1.0604248046875","-1.0604248046875","-1.0604248046875","-0.8043212890625","-0.8043212890625","-0.8043212890625","","",""
"1193","","","","","","","","","","","","","","","","","","","","","","","","","-0.4711456298828125","-0.4711456298828125","-0.4711456298828125","","",""
"1194","","","","","","","","","","","","","","","","","","","-0.8182086944580078","-0.8182086944580078","-0.8182086944580078","-0.3714141845703125","-0.3714141845703125","-0.3714141845703125","-0.564727783203125","-0.564727783203125","-0.564727783203125","","",""
"1195","","","","","","","","","","","","","","","","","","","","","","","","","-1.963134765625","-1.963134765625","-1.963134765625","","",""
"1196","","","","","","","","","","","","","","","","-1.1014018058776855","-1.1014018058776855","-1.1014018058776855","","","","-1.689697265625","-1.689697265625","-1.689697265625","-1.06951904296875","-1.06951904296875","-1.06951904296875","","",""
"1197","","","","","","","","","","","","","","","","","","","-0.9366658528645834","-0.9366658528645834","-0.9366658528645834","","","","0.37438011169433594","0.37438011169433594","0.37438011169433594","","",""
"1198","","","","","","","","","","","","","","","","","","","","","","-0.3796873241662979","-0.3796873241662979","-0.3796873241662979","-1.0060882568359375","-1.0060882568359375","-1.0060882568359375","","",""
"1199","","","","","","","","","","","","","","","","","","","","","","","","","0.5843353271484375","0.5843353271484375","0.5843353271484375","","",""
"1200","","","","","","","","","","-1.230882167816162","-1.230882167816162","-1.230882167816162","-0.8219220638275146","-0.8219220638275146","-0.8219220638275146","-0.7710037231445312","-0.7710037231445312","-0.7710037231445312","-1.2865320841471355","-1.2865320841471355","-1.2865320841471355","-0.6337127685546875","-0.6337127685546875","-0.6337127685546875","-1.7119140625","-1.7119140625","-1.7119140625","","",""
"1201","","","","","","","","","","","","","","","","","","","","","","","","","-1.8504638671875","-1.8504638671875","-1.8504638671875","","",""
"1202","","","","","","","","","","","","","","","","","","","","","","-1.3394775390625","-1.3394775390625","-1.3394775390625","-1.2874755859375","-1.2874755859375","-1.2874755859375","","",""
"1203","","","","","","","","","","","","","","","","","","","-1.7422688802083333","-1.7422688802083333","-1.7422688802083333","","","","-1.913818359375","-1.913818359375","-1.913818359375","","",""
"1204","","","","","","","","","","","","","","","","-0.822174072265625","-0.822174072265625","-0.822174072265625","","","","-0.25103759765625","-0.25103759765625","-0.25103759765625","1.1781005859375","1.1781005859375","1.1781005859375","","",""
"1205","","","","","","","","","","","","","","","","","","","","","","","","","-1.270263671875","-1.270263671875","-1.270263671875","","",""
"1206","","","","","","","","","","","","","","","","","","","-0.88037109375","-0.88037109375","-0.88037109375","-1.5595703125","-1.5595703125","-1.5595703125","-1.8369140625","-1.8369140625","-1.8369140625","","",""
"1207","","","","","","","","","","","","","","","","","","","","","","","","","0.634735107421875","0.634735107421875","0.634735107421875","","",""
"1208","","","","","","","","","","","","","-0.8919677734375","-0.8919677734375","-0.8919677734375","-0.7517380714416504","-0.7517380714416504","-0.7517380714416504","","","","0.07040929794311523","0.07040929794311523","0.07040929794311523","-0.1706867218017578","-0.1706867218017578","-0.1706867218017578","","",""
"1209","","","","","","","","","","","","","","","","","","","-1.3489405314127605","-1.3489405314127605","-1.3489405314127605","","","","-2.84716796875","-2.84716796875","-2.84716796875","","",""
"1210","","","","","","","","","","","","","","","","","","","","","","-3.01690673828125","-3.01690673828125","-3.01690673828125","-2.1456298828125","-2.1456298828125","-2.1456298828125","","",""
"1211","","","","","","","","","","","","","","","","","","","","","","","","","-3.683349609375","-3.683349609375","-3.683349609375","","",""
"1212","","","","","","","","","","","","","","","","-2.74212646484375","-2.74212646484375","-2.74212646484375","-2.64892578125","-2.64892578125","-2.64892578125","-2.59259033203125","-2.59259033203125","-2.59259033203125","-1.909912109375","-1.909912109375","-1.909912109375","","",""
"1213","","","","","","","","","","","","","","","","","","","","","","","","","-1.34912109375","-1.34912109375","-1.34912109375","","",""
"1214","","","","","","","","","","","","","","","","","","","","","","-1.254150390625","-1.254150390625","-1.254150390625","-1.15185546875","-1.15185546875","-1.15185546875","","",""
"1215","","","","","","","","","","","","","","","","","","","-0.9914423624674479","-0.9914423624674479","-0.9914423624674479","","","","0.29450225830078125","0.29450225830078125","0.29450225830078125","","",""
"1216","","","","-1.3567760810256004","-1.3567760810256004","-1.3567760810256004","-1.2776942998170853","-1.2776942998170853","-1.2776942998170853","-1.1004087328910828","-1.1004087328910828","-1.1004087328910828","-1.6901777051389217","-1.6901777051389217","-1.6901777051389217","-0.7282514572143555","-0.7282514572143555","-0.7282514572143555","","","","0.059042930603027344","0.059042930603027344","0.059042930603027344","-0.3825721740722656","-0.3825721740722656","-0.3825721740722656","","",""
"1217","","","","","","","","","","","","","","","","","","","","","","","","","-0.3508777618408203","-0.3508777618408203","-0.3508777618408203","","",""
"1218","","","","","","","","","","","","","","","","","","","-1.1030712127685547","-1.1030712127685547","-1.1030712127685547","-1.0162162780761719","-1.0162162780761719","-1.0162162780761719","-1.572021484375","-1.572021484375","-1.572021484375","","",""
"1219","","","","","","","","","","","","","","","","","","","","","","","","","-1.560791015625","-1.560791015625","-1.560791015625","","",""
"1220","","","","","","","","","","","","","","","","-0.3611621856689453","-0.3611621856689453","-0.3611621856689453","","","","0.83099365234375","0.83099365234375","0.83099365234375","3.1123046875","3.1123046875","3.1123046875","","",""
"1221","","","","","","","","","","","","","","","","","","","-0.12659200032552084","-0.12659200032552084","-0.12659200032552084","","","","-0.441192626953125","-0.441192626953125","-0.441192626953125","","",""
"1222","","","","","","","","","","","","","","","","","","","","","","-0.7251663208007812","-0.7251663208007812","-0.7251663208007812","-0.87890625","-0.87890625","-0.87890625","","",""
"1223","","","","","","","","","","","","","","","","","","","","","","","","","-1.43603515625","-1.43603515625","-1.43603515625","","",""
"1224","","","","","","","","","","","","","-0.5416145324707031","-0.5416145324707031","-0.5416145324707031","-0.8342156410217285","-0.8342156410217285","-0.8342156410217285","-0.9422883987426758","-0.9422883987426758","-0.9422883987426758","-0.9237470626831055","-0.9237470626831055","-0.9237470626831055","-0.30255746841430664","-0.30255746841430664","-0.30255746841430664","","",""
"1225","","","","","","","","","","","","","","","","","","","","","","","","","-0.3664827346801758","-0.3664827346801758","-0.3664827346801758","","",""
"1226","","","","","","","","","","","","","","","","","","","","","","-0.9714279174804688","-0.9714279174804688","-0.9714279174804688","-2.05810546875","-2.05810546875","-2.05810546875","","",""
"1227","","","","","","","","","","","","","","","","","","","-1.0571244557698567","-1.0571244557698567","-1.0571244557698567","","","","-0.06374168395996094","-0.06374168395996094","-0.06374168395996094","","",""
"1228","","","","","","","","","","","","","","","","-0.5711226761341095","-0.5711226761341095","-0.5711226761341095","","","","-0.04168945550918579","-0.04168945550918579","-0.04168945550918579","-0.13910675048828125","-0.13910675048828125","-0.13910675048828125","","",""
"1229","","","","","","","","","","","","","","","","","","","","","","","","","-1.773681640625","-1.773681640625","-1.773681640625","","",""
"1230","","","","","","","","","","","","","","","","","","","-2.0494569142659507","-2.0494569142659507","-2.0494569142659507","-3.2406005859375","-3.2406005859375","-3.2406005859375","-4.892333984375","-4.892333984375","-4.892333984375","","",""
"1231","","","","","","","","","","","","","","","","","","","","","","","","","-1.39501953125","-1.39501953125","-1.39501953125","","",""
"1232","","","","","","","","","","-1.0769305336289108","-1.0769305336289108","-1.0769305336289108","-1.6709537506103516","-1.6709537506103516","-1.6709537506103516","-2.2267303466796875","-2.2267303466796875","-2.2267303466796875","","","","-1.392822265625","-1.392822265625","-1.392822265625","-1.6015625","-1.6015625","-1.6015625","","",""
"1233","","","","","","","","","","","","","","","","","","","-1.5076497395833333","-1.5076497395833333","-1.5076497395833333","","","","-0.8944091796875","-0.8944091796875","-0.8944091796875","","",""
"1234","","","","","","","","","","","","","","","","","","","","","","-1.53729248046875","-1.53729248046875","-1.53729248046875","-1.870849609375","-1.870849609375","-1.870849609375","","",""
"1235","","","","","","","","","","","","","","","","","","","","","","","","","-0.75811767578125","-0.75811767578125","-0.75811767578125","","",""
"1236","","","","","","","","","","","","","","","","-1.4885787963867188","-1.4885787963867188","-1.4885787963867188","-1.7613677978515625","-1.7613677978515625","-1.7613677978515625","-1.2079391479492188","-1.2079391479492188","-1.2079391479492188","-2.10595703125","-2.10595703125","-2.10595703125","","",""
"1237","","","","","","","","","","","","","","","","","","","","","","","","","-1.677001953125","-1.677001953125","-1.677001953125","","",""
"1238","","","","","","","","","","","","","","","","","","","","","","-1.1710968017578125","-1.1710968017578125","-1.1710968017578125","-0.72430419921875","-0.72430419921875","-0.72430419921875","","",""
"1239","","","","","","","","","","","","","","","","","","","-1.3472086588541667","-1.3472086588541667","-1.3472086588541667","","","","-1.057373046875","-1.057373046875","-1.057373046875","","",""
"1240","","","","","","","","","","","","","-1.3800163269042969","-1.3800163269042969","-1.3800163269042969","-1.250762939453125","-1.250762939453125","-1.250762939453125","","","","-1.24273681640625","-1.24273681640625","-1.24273681640625","-1.3411865234375","-1.3411865234375","-1.3411865234375","","",""
"1241","","","","","","","","","","","","","","","","","","","","","","","","","-1.1973876953125","-1.1973876953125","-1.1973876953125","","",""
"1242","","","","","","","","","","","","","","","","","","","-1.6895345052083333","-1.6895345052083333","-1.6895345052083333","-1.31005859375","-1.31005859375","-1.31005859375","-1.580322265625","-1.580322265625","-1.580322265625","","",""
"1243","","","","","","","","","","","","","","","","","","","","","","","","","-0.98126220703125","-0.98126220703125","-0.98126220703125","","",""
"1244","","","","","","","","","","","","","","","","-1.2263031005859375","-1.2263031005859375","-1.2263031005859375","","","","-0.9191436767578125","-0.9191436767578125","-0.9191436767578125","-1.3316650390625","-1.3316650390625","-1.3316650390625","","",""
"1245","","","","","","","","","","","","","","","","","","","-0.6683858235677084","-0.6683858235677084","-0.6683858235677084","","","","0.7674560546875","0.7674560546875","0.7674560546875","","",""
"1246","","","","","","","","","","","","","","","","","","","","","","-0.93304443359375","-0.93304443359375","-0.93304443359375","-2.689453125","-2.689453125","-2.689453125","","",""
"1247","","","","","","","","","","","","","","","","","","","","","","","","","-1.78515625","-1.78515625","-1.78515625","","",""
"1248","","","","","","","-1.2471784055233002","-1.2471784055233002","-1.2471784055233002","-1.5110139846801758","-1.5110139846801758","-1.5110139846801758","-1.6926536560058594","-1.6926536560058594","-1.6926536560058594","-1.3175201416015625","-1.3175201416015625","-1.3175201416015625","-2.8922526041666665","-2.8922526041666665","-2.8922526041666665","-4.204345703125","-4.204345703125","-4.204345703125","-5.5672607421875","-5.5672607421875","-5.5672607421875","","",""
"1249","","","","","","","","","","","","","","","","","","","","","","","","","-0.825927734375","-0.825927734375","-0.825927734375","","",""
"1250","","","","","","","","","","","","","","","","","","","","","","-1.025726318359375","-1.025726318359375","-1.025726318359375","-1.38616943359375","-1.38616943359375","-1.38616943359375","","",""
"1251","","","","","","","","","","","","","","","","","","","-1.38421630859375","-1.38421630859375","-1.38421630859375","","","","-1.8302001953125","-1.8302001953125","-1.8302001953125","","",""
"1252","","","","","","","","","","","","","","","","-1.0023723244667053","-1.0023723244667053","-1.0023723244667053","","","","-1.104724407196045","-1.104724407196045","-1.104724407196045","-0.55279541015625","-0.55279541015625","-0.55279541015625","","",""
"1253","","","","","","","","","","","","","","","","","","","","","","","","","-1.1297607421875","-1.1297607421875","-1.1297607421875","","",""
"1254","","","","","","","","","","","","","","","","","","","-2.1702235539754233","-2.1702235539754233","-2.1702235539754233","-2.72265625","-2.72265625","-2.72265625","-4.83642578125","-4.83642578125","-4.83642578125","","",""
"1255","","","","","","","","","","","","","","","","","","","","","","","","","-2.69970703125","-2.69970703125","-2.69970703125","","",""
"1256","","","","","","","","","","","","","-1.8718537986278534","-1.8718537986278534","-1.8718537986278534","-2.593353271484375","-2.593353271484375","-2.593353271484375","","","","-2.0224609375","-2.0224609375","-2.0224609375","-1.4580078125","-1.4580078125","-1.4580078125","","",""
"1257","","","","","","","","","","","","","","","","","","","-1.8216934204101562","-1.8216934204101562","-1.8216934204101562","","","","0.24406051635742188","0.24406051635742188","0.24406051635742188","","",""
"1258","","","","","","","","","","","","","","","","","","","","","","0.9805994033813477","0.9805994033813477","0.9805994033813477","1.9931640625","1.9931640625","1.9931640625","","",""
"1259","","","","","","","","","","","","","","","","","","","","","","","","","-1.776611328125","-1.776611328125","-1.776611328125","","",""
"1260","","","","","","","","","","","","","","","","-0.5427017211914062","-0.5427017211914062","-0.5427017211914062","-0.903045654296875","-0.903045654296875","-0.903045654296875","-1.58282470703125","-1.58282470703125","-1.58282470703125","-1.353759765625","-1.353759765625","-1.353759765625","","",""
"1261","","","","","","","","","","","","","","","","","","","","","","","","","2.12060546875","2.12060546875","2.12060546875","","",""
"1262","","","","","","","","","","","","","","","","","","","","","","0.767974853515625","0.767974853515625","0.767974853515625","-0.6505355834960938","-0.6505355834960938","-0.6505355834960938","","",""
"1263","","","","","","","","","","","","","","","","","","","-0.583160400390625","-0.583160400390625","-0.583160400390625","","","","-4.364013671875","-4.364013671875","-4.364013671875","","",""
"1264","","","","","","","","","","-1.3556520342826843","-1.3556520342826843","-1.3556520342826843","-0.8092813491821289","-0.8092813491821289","-0.8092813491821289","-1.3812751770019531","-1.3812751770019531","-1.3812751770019531","","","","-3.403076171875","-3.403076171875","-3.403076171875","-3.34423828125","-3.34423828125","-3.34423828125","","",""
"1265","","","","","","","","","","","","","","","","","","","","","","","","","-0.36669921875","-0.36669921875","-0.36669921875","","",""
"1266","","","","","","","","","","","","","","","","","","","-1.1491241455078125","-1.1491241455078125","-1.1491241455078125","-0.10382080078125","-0.10382080078125","-0.10382080078125","-1.041778564453125","-1.041778564453125","-1.041778564453125","","",""
"1267","","","","","","","","","","","","","","","","","","","","","","","","","-1.7041015625","-1.7041015625","-1.7041015625","","",""
"1268","","","","","","","","","","","","","","","","-0.16457653045654297","-0.16457653045654297","-0.16457653045654297","","","","-1.102325439453125","-1.102325439453125","-1.102325439453125","-0.7449951171875","-0.7449951171875","-0.7449951171875","","",""
"1269","","","","","","","","","","","","","","","","","","","-0.2901407877604167","-0.2901407877604167","-0.2901407877604167","","","","1.7606201171875","1.7606201171875","1.7606201171875","","",""
"1270","","","","","","","","","","","","","","","","","","","","","","0.410614013671875","0.410614013671875","0.410614013671875","-0.960693359375","-0.960693359375","-0.960693359375","","",""
"1271","","","","","","","","","","","","","","","","","","","","","","","","","-1.9169921875","-1.9169921875","-1.9169921875","","",""
"1272","","","","","","","","","","","","","-0.5270919799804688","-0.5270919799804688","-0.5270919799804688","-0.5714874267578125","-0.5714874267578125","-0.5714874267578125","-1.6803995768229167","-1.6803995768229167","-1.6803995768229167","-1.3707275390625","-1.3707275390625","-1.3707275390625","-0.525604248046875","-0.525604248046875","-0.525604248046875","","",""
"1273","","","","","","","","","","","","","","","","","","","","","","","","","-3.50732421875","-3.50732421875","-3.50732421875","","",""
"1274","","","","","","","","","","","","","","","","","","","","","","-2.82861328125","-2.82861328125","-2.82861328125","-1.796630859375","-1.796630859375","-1.796630859375","","",""
"1275","","","","","","","","","","","","","","","","","","","-2.272705078125","-2.272705078125","-2.272705078125","","","","-1.876220703125","-1.876220703125","-1.876220703125","","",""
"1276","","","","","","","","","","","","","","","","-2.0511474609375","-2.0511474609375","-2.0511474609375","","","","-1.968505859375","-1.968505859375","-1.968505859375","-2.091552734375","-2.091552734375","-2.091552734375","","",""
"1277","","","","","","","","","","","","","","","","","","","","","","","","","0.10765314102172852","0.10765314102172852","0.10765314102172852","","",""
"1278","","","","","","","","","","","","","","","","","","","-1.7582871119181316","-1.7582871119181316","-1.7582871119181316","-1.86444091796875","-1.86444091796875","-1.86444091796875","-3.8095703125","-3.8095703125","-3.8095703125","","",""
"1279","","","","","","","","","","","","","","","","","","","","","","","","","-2.109130859375","-2.109130859375","-2.109130859375","","",""
"1280","-1.414327797217993","-1.414327797217993","-1.414327797217993","-1.3137786258012056","-1.3137786258012056","-1.3137786258012056","-1.233034461736679","-1.233034461736679","-1.233034461736679","-1.237591028213501","-1.237591028213501","-1.237591028213501","-1.7797502279281616","-1.7797502279281616","-1.7797502279281616","-1.4881510734558105","-1.4881510734558105","-1.4881510734558105","","","","-1.070145606994629","-1.070145606994629","-1.070145606994629","-0.1834249496459961","-0.1834249496459961","-0.1834249496459961","","",""
"1281","","","","","","","","","","","","","","","","","","","-1.6802810033162434","-1.6802810033162434","-1.6802810033162434","","","","-2.131591796875","-2.131591796875","-2.131591796875","","",""
"1282","","","","","","","","","","","","","","","","","","","","","","-2.238037109375","-2.238037109375","-2.238037109375","-2.145751953125","-2.145751953125","-2.145751953125","","",""
"1283","","","","","","","","","","","","","","","","","","","","","","","","","-1.17816162109375","-1.17816162109375","-1.17816162109375","","",""
"1284","","","","","","","","","","","","","","","","-1.833648681640625","-1.833648681640625","-1.833648681640625","-1.8036702473958333","-1.8036702473958333","-1.8036702473958333","-1.1688232421875","-1.1688232421875","-1.1688232421875","-1.1422119140625","-1.1422119140625","-1.1422119140625","","",""
"1285","","","","","","","","","","","","","","","","","","","","","","","","","-0.55316162109375","-0.55316162109375","-0.55316162109375","","",""
"1286","","","","","","","","","","","","","","","","","","","","","","-1.1359405517578125","-1.1359405517578125","-1.1359405517578125","-1.5780029296875","-1.5780029296875","-1.5780029296875","","",""
"1287","","","","","","","","","","","","","","","","","","","-0.8931070963541666","-0.8931070963541666","-0.8931070963541666","","","","-0.06866073608398438","-0.06866073608398438","-0.06866073608398438","","",""
"1288","","","","","","","","","","","","","-1.3497459888458252","-1.3497459888458252","-1.3497459888458252","-0.6663331985473633","-0.6663331985473633","-0.6663331985473633","","","","-0.4545931816101074","-0.4545931816101074","-0.4545931816101074","-1.2914800643920898","-1.2914800643920898","-1.2914800643920898","","",""
"1289","","","","","","","","","","","","","","","","","","","","","","","","","-0.22894287109375","-0.22894287109375","-0.22894287109375","","",""
"1290","","","","","","","","","","","","","","","","","","","-1.0222396850585938","-1.0222396850585938","-1.0222396850585938","-0.25569725036621094","-0.25569725036621094","-0.25569725036621094","0.11773681640625","0.11773681640625","0.11773681640625","","",""
"1291","","","","","","","","","","","","","","","","","","","","","","","","","1.4398193359375","1.4398193359375","1.4398193359375","","",""
"1292","","","","","","","","","","","","","","","","-0.030274152755737305","-0.030274152755737305","-0.030274152755737305","","","","0.5974407196044922","0.5974407196044922","0.5974407196044922","-0.5020294189453125","-0.5020294189453125","-0.5020294189453125","","",""
"1293","","","","","","","","","","","","","","","","","","","0.5307299296061198","0.5307299296061198","0.5307299296061198","","","","1.0340576171875","1.0340576171875","1.0340576171875","","",""
"1294","","","","","","","","","","","","","","","","","","","","","","-0.53204345703125","-0.53204345703125","-0.53204345703125","-2.32373046875","-2.32373046875","-2.32373046875","","",""
"1295","","","","","","","","","","","","","","","","","","","","","","","","","0.3140869140625","0.3140869140625","0.3140869140625","","",""
"1296","","","","","","","","","","-0.7512511536478996","-0.7512511536478996","-0.7512511536478996","-0.029600143432617188","-0.029600143432617188","-0.029600143432617188","-0.21806716918945312","-0.21806716918945312","-0.21806716918945312","-0.959863026936849","-0.959863026936849","-0.959863026936849","0.169403076171875","0.169403076171875","0.169403076171875","-0.45135498046875","-0.45135498046875","-0.45135498046875","","",""
"1297","","","","","","","","","","","","","","","","","","","","","","","","","-3.05078125","-3.05078125","-3.05078125","","",""
"1298","","","","","","","","","","","","","","","","","","","","","","-1.496978759765625","-1.496978759765625","-1.496978759765625","0.5904541015625","0.5904541015625","0.5904541015625","","",""
"1299","","","","","","","","","","","","","","","","","","","-1.732391357421875","-1.732391357421875","-1.732391357421875","","","","-1.923828125","-1.923828125","-1.923828125","","",""
"1300","","","","","","","","","","","","","","","","-1.495269775390625","-1.495269775390625","-1.495269775390625","","","","-1.65972900390625","-1.65972900390625","-1.65972900390625","-1.483154296875","-1.483154296875","-1.483154296875","","",""
"1301","","","","","","","","","","","","","","","","","","","","","","","","","0.033397674560546875","0.033397674560546875","0.033397674560546875","","",""
"1302","","","","","","","","","","","","","","","","","","","-1.2430845896402996","-1.2430845896402996","-1.2430845896402996","-0.7854375839233398","-0.7854375839233398","-0.7854375839233398","-1.653564453125","-1.653564453125","-1.653564453125","","",""
"1303","","","","","","","","","","","","","","","","","","","","","","","","","-1.7841796875","-1.7841796875","-1.7841796875","","",""
"1304","","","","","","","","","","","","","-1.4309756755828857","-1.4309756755828857","-1.4309756755828857","-1.3050446510314941","-1.3050446510314941","-1.3050446510314941","","","","-1.6463623046875","-1.6463623046875","-1.6463623046875","-1.5106201171875","-1.5106201171875","-1.5106201171875","","",""
"1305","","","","","","","","","","","","","","","","","","","-1.6054789225260417","-1.6054789225260417","-1.6054789225260417","","","","-0.446685791015625","-0.446685791015625","-0.446685791015625","","",""
"1306","","","","","","","","","","","","","","","","","","","","","","-0.9841156005859375","-0.9841156005859375","-0.9841156005859375","-1.2989501953125","-1.2989501953125","-1.2989501953125","","",""
"1307","","","","","","","","","","","","","","","","","","","","","","","","","-1.608642578125","-1.608642578125","-1.608642578125","","",""
"1308","","","","","","","","","","","","","","","","-1.6063041687011719","-1.6063041687011719","-1.6063041687011719","-1.9546305338541667","-1.9546305338541667","-1.9546305338541667","-1.937744140625","-1.937744140625","-1.937744140625","-2.07421875","-2.07421875","-2.07421875","","",""
"1309","","","","","","","","","","","","","","","","","","","","","","","","","-0.12401199340820312","-0.12401199340820312","-0.12401199340820312","","",""
"1310","","","","","","","","","","","","","","","","","","","","","","-0.5067338943481445","-0.5067338943481445","-0.5067338943481445","-0.49749755859375","-0.49749755859375","-0.49749755859375","","",""
