"Step","SHF-Accum-v2-128 - score_train_avg","SHF-Accum-v2-128 - score_train_avg__MIN","SHF-Accum-v2-128 - score_train_avg__MAX","SHF-Accum-v2-64 - score_train_avg","SHF-Accum-v2-64 - score_train_avg__MIN","SHF-Accum-v2-64 - score_train_avg__MAX","SHF-Accum-v2-32 - score_train_avg","SHF-Accum-v2-32 - score_train_avg__MIN","SHF-Accum-v2-32 - score_train_avg__MAX","SHF-Accum-v2-16 - score_train_avg","SHF-Accum-v2-16 - score_train_avg__MIN","SHF-Accum-v2-16 - score_train_avg__MAX","SHF-Accum-v2-8 - score_train_avg","SHF-Accum-v2-8 - score_train_avg__MIN","SHF-Accum-v2-8 - score_train_avg__MAX","SHF-Accum-v2-4 - score_train_avg","SHF-Accum-v2-4 - score_train_avg__MIN","SHF-Accum-v2-4 - score_train_avg__MAX","SHF-Accum-v2-3 - score_train_avg","SHF-Accum-v2-3 - score_train_avg__MIN","SHF-Accum-v2-3 - score_train_avg__MAX","SHF-Accum-v2-2 - score_train_avg","SHF-Accum-v2-2 - score_train_avg__MIN","SHF-Accum-v2-2 - score_train_avg__MAX","SHF-Accum-v2-1 - score_train_avg","SHF-Accum-v2-1 - score_train_avg__MIN","SHF-Accum-v2-1 - score_train_avg__MAX","SHF-Accum-v2-0 - score_train_avg","SHF-Accum-v2-0 - score_train_avg__MIN","SHF-Accum-v2-0 - score_train_avg__MAX"
"487","","","","","","","","","","","","","","","","","","","","","","","","","-1.931640625","-1.931640625","-1.931640625","","",""
"488","","","","","","","","","","","","","-1.9634990692138672","-1.9634990692138672","-1.9634990692138672","-1.5489501953125","-1.5489501953125","-1.5489501953125","","","","-2.436279296875","-2.436279296875","-2.436279296875","-1.562744140625","-1.562744140625","-1.562744140625","","",""
"489","","","","","","","","","","","","","","","","","","","-1.0957845052083333","-1.0957845052083333","-1.0957845052083333","","","","2.00341796875","2.00341796875","2.00341796875","","",""
"490","","","","","","","","","","","","","","","","","","","","","","-2.6809844970703125","-2.6809844970703125","-2.6809844970703125","-5.140625","-5.140625","-5.140625","","",""
"491","","","","","","","","","","","","","","","","","","","","","","","","","-1.496826171875","-1.496826171875","-1.496826171875","","",""
"492","","","","","","","","","","","","","","","","-1.9267578125","-1.9267578125","-1.9267578125","-3.0413411458333335","-3.0413411458333335","-3.0413411458333335","-2.5400390625","-2.5400390625","-2.5400390625","-2.47314453125","-2.47314453125","-2.47314453125","","",""
"493","","","","","","","","","","","","","","","","","","","","","","","","","-1.48046875","-1.48046875","-1.48046875","","",""
"494","","","","","","","","","","","","","","","","","","","","","","-1.050628662109375","-1.050628662109375","-1.050628662109375","-0.26024627685546875","-0.26024627685546875","-0.26024627685546875","","",""
"495","","","","","","","","","","","","","","","","","","","-1.75848388671875","-1.75848388671875","-1.75848388671875","","","","-2.9482421875","-2.9482421875","-2.9482421875","","",""
"496","","","","","","","","","","-1.9321036338806152","-1.9321036338806152","-1.9321036338806152","-2.251919746398926","-2.251919746398926","-2.251919746398926","-1.8259025812149048","-1.8259025812149048","-1.8259025812149048","","","","-2.4678955078125","-2.4678955078125","-2.4678955078125","-1.21826171875","-1.21826171875","-1.21826171875","","",""
"497","","","","","","","","","","","","","","","","","","","","","","","","","0.78314208984375","0.78314208984375","0.78314208984375","","",""
"498","","","","","","","","","","","","","","","","","","","-1.2636311848958333","-1.2636311848958333","-1.2636311848958333","-0.7869873046875","-0.7869873046875","-0.7869873046875","-2.12451171875","-2.12451171875","-2.12451171875","","",""
"499","","","","","","","","","","","","","","","","","","","","","","","","","-0.08290863037109375","-0.08290863037109375","-0.08290863037109375","","",""
"500","","","","","","","","","","","","","","","","-0.5085740089416504","-0.5085740089416504","-0.5085740089416504","","","","-0.22522568702697754","-0.22522568702697754","-0.22522568702697754","-0.7607479095458984","-0.7607479095458984","-0.7607479095458984","","",""
"501","","","","","","","","","","","","","","","","","","","-1.2328651746114094","-1.2328651746114094","-1.2328651746114094","","","","-1.7255859375","-1.7255859375","-1.7255859375","","",""
"502","","","","","","","","","","","","","","","","","","","","","","-2.9390869140625","-2.9390869140625","-2.9390869140625","-2.462158203125","-2.462158203125","-2.462158203125","","",""
"503","","","","","","","","","","","","","","","","","","","","","","","","","-1.0240478515625","-1.0240478515625","-1.0240478515625","","",""
"504","","","","","","","","","","","","","-1.1238235831260681","-1.1238235831260681","-1.1238235831260681","-1.6873188018798828","-1.6873188018798828","-1.6873188018798828","-1.3359699249267578","-1.3359699249267578","-1.3359699249267578","-0.7184257507324219","-0.7184257507324219","-0.7184257507324219","-0.2880115509033203","-0.2880115509033203","-0.2880115509033203","","",""
"505","","","","","","","","","","","","","","","","","","","","","","","","","-2.078369140625","-2.078369140625","-2.078369140625","","",""
"506","","","","","","","","","","","","","","","","","","","","","","-1.41778564453125","-1.41778564453125","-1.41778564453125","-0.7188720703125","-0.7188720703125","-0.7188720703125","","",""
"507","","","","","","","","","","","","","","","","","","","-2.0938822428385415","-2.0938822428385415","-2.0938822428385415","","","","-3.74267578125","-3.74267578125","-3.74267578125","","",""
"508","","","","","","","","","","","","","","","","-1.6440246403217316","-1.6440246403217316","-1.6440246403217316","","","","-1.6572189331054688","-1.6572189331054688","-1.6572189331054688","0.14908599853515625","0.14908599853515625","0.14908599853515625","","",""
"509","","","","","","","","","","","","","","","","","","","","","","","","","-4.0224609375","-4.0224609375","-4.0224609375","","",""
"510","","","","","","","","","","","","","","","","","","","-2.1228230794270835","-2.1228230794270835","-2.1228230794270835","-2.81842041015625","-2.81842041015625","-2.81842041015625","-0.94940185546875","-0.94940185546875","-0.94940185546875","","",""
"511","","","","","","","","","","","","","","","","","","","","","","","","","0.4626922607421875","0.4626922607421875","0.4626922607421875","","",""
"512","-1.8306623278185725","-1.8306623278185725","-1.8306623278185725","-1.9330131076276302","-1.9330131076276302","-1.9330131076276302","-1.7674997076392174","-1.7674997076392174","-1.7674997076392174","-1.5625720340758562","-1.5625720340758562","-1.5625720340758562","-1.7567253112792969","-1.7567253112792969","-1.7567253112792969","-2.124356746673584","-2.124356746673584","-2.124356746673584","","","","-0.8912811279296875","-0.8912811279296875","-0.8912811279296875","-1.586669921875","-1.586669921875","-1.586669921875","","",""
"513","","","","","","","","","","","","","","","","","","","-0.5649483998616537","-0.5649483998616537","-0.5649483998616537","","","","0.058361053466796875","0.058361053466796875","0.058361053466796875","","",""
"514","","","","","","","","","","","","","","","","","","","","","","0.1777019500732422","0.1777019500732422","0.1777019500732422","0.548004150390625","0.548004150390625","0.548004150390625","","",""
"515","","","","","","","","","","","","","","","","","","","","","","","","","-2.38134765625","-2.38134765625","-2.38134765625","","",""
"516","","","","","","","","","","","","","","","","-0.9414193630218506","-0.9414193630218506","-0.9414193630218506","-1.1412757237752278","-1.1412757237752278","-1.1412757237752278","-1.7459888458251953","-1.7459888458251953","-1.7459888458251953","-1.0690460205078125","-1.0690460205078125","-1.0690460205078125","","",""
"517","","","","","","","","","","","","","","","","","","","","","","","","","-1.467529296875","-1.467529296875","-1.467529296875","","",""
"518","","","","","","","","","","","","","","","","","","","","","","-2.0189208984375","-2.0189208984375","-2.0189208984375","-1.72412109375","-1.72412109375","-1.72412109375","","",""
"519","","","","","","","","","","","","","","","","","","","-2.302734375","-2.302734375","-2.302734375","","","","-2.711181640625","-2.711181640625","-2.711181640625","","",""
"520","","","","","","","","","","","","","-1.7986536026000977","-1.7986536026000977","-1.7986536026000977","-2.706298828125","-2.706298828125","-2.706298828125","","","","-2.8475341796875","-2.8475341796875","-2.8475341796875","-1.96240234375","-1.96240234375","-1.96240234375","","",""
"521","","","","","","","","","","","","","","","","","","","","","","","","","-1.60693359375","-1.60693359375","-1.60693359375","","",""
"522","","","","","","","","","","","","","","","","","","","-1.8283894856770833","-1.8283894856770833","-1.8283894856770833","-1.569122314453125","-1.569122314453125","-1.569122314453125","-1.00048828125","-1.00048828125","-1.00048828125","","",""
"523","","","","","","","","","","","","","","","","","","","","","","","","","-1.024139404296875","-1.024139404296875","-1.024139404296875","","",""
"524","","","","","","","","","","","","","","","","-1.537841796875","-1.537841796875","-1.537841796875","","","","-1.366241455078125","-1.366241455078125","-1.366241455078125","-1.692626953125","-1.692626953125","-1.692626953125","","",""
"525","","","","","","","","","","","","","","","","","","","-1.5372314453125","-1.5372314453125","-1.5372314453125","","","","-1.5537109375","-1.5537109375","-1.5537109375","","",""
"526","","","","","","","","","","","","","","","","","","","","","","-1.329620361328125","-1.329620361328125","-1.329620361328125","-1.2413082122802734","-1.2413082122802734","-1.2413082122802734","","",""
"527","","","","","","","","","","","","","","","","","","","","","","","","","-1.2510986328125","-1.2510986328125","-1.2510986328125","","",""
"528","","","","","","","","","","-1.7248780727386475","-1.7248780727386475","-1.7248780727386475","-1.4899940490722656","-1.4899940490722656","-1.4899940490722656","-1.5233535766601562","-1.5233535766601562","-1.5233535766601562","-1.53656005859375","-1.53656005859375","-1.53656005859375","-1.935791015625","-1.935791015625","-1.935791015625","-2.176025390625","-2.176025390625","-2.176025390625","","",""
"529","","","","","","","","","","","","","","","","","","","","","","","","","0.3469381332397461","0.3469381332397461","0.3469381332397461","","",""
"530","","","","","","","","","","","","","","","","","","","","","","-1.0814571380615234","-1.0814571380615234","-1.0814571380615234","-2.385498046875","-2.385498046875","-2.385498046875","","",""
"531","","","","","","","","","","","","","","","","","","","-1.4211641947428386","-1.4211641947428386","-1.4211641947428386","","","","-1.54296875","-1.54296875","-1.54296875","","",""
"532","","","","","","","","","","","","","","","","-2.0965957641601562","-2.0965957641601562","-2.0965957641601562","","","","-2.783538818359375","-2.783538818359375","-2.783538818359375","-3.39111328125","-3.39111328125","-3.39111328125","","",""
"533","","","","","","","","","","","","","","","","","","","","","","","","","-2.42626953125","-2.42626953125","-2.42626953125","","",""
"534","","","","","","","","","","","","","","","","","","","-2.792505900065104","-2.792505900065104","-2.792505900065104","-1.85573148727417","-1.85573148727417","-1.85573148727417","-1.5701980590820312","-1.5701980590820312","-1.5701980590820312","","",""
"535","","","","","","","","","","","","","","","","","","","","","","","","","1.644775390625","1.644775390625","1.644775390625","","",""
"536","","","","","","","","","","","","","-1.6532796621322632","-1.6532796621322632","-1.6532796621322632","-1.158240795135498","-1.158240795135498","-1.158240795135498","","","","-0.2333984375","-0.2333984375","-0.2333984375","-1.237060546875","-1.237060546875","-1.237060546875","","",""
"537","","","","","","","","","","","","","","","","","","","-0.856658935546875","-0.856658935546875","-0.856658935546875","","","","-2.24462890625","-2.24462890625","-2.24462890625","","",""
"538","","","","","","","","","","","","","","","","","","","","","","-2.2572021484375","-2.2572021484375","-2.2572021484375","-1.534423828125","-1.534423828125","-1.534423828125","","",""
"539","","","","","","","","","","","","","","","","","","","","","","","","","-0.6096038818359375","-0.6096038818359375","-0.6096038818359375","","",""
"540","","","","","","","","","","","","","","","","-1.625387191772461","-1.625387191772461","-1.625387191772461","-1.3835652669270833","-1.3835652669270833","-1.3835652669270833","-0.831298828125","-0.831298828125","-0.831298828125","-1.787109375","-1.787109375","-1.787109375","","",""
"541","","","","","","","","","","","","","","","","","","","","","","","","","-2.138671875","-2.138671875","-2.138671875","","",""
"542","","","","","","","","","","","","","","","","","","","","","","-3.26416015625","-3.26416015625","-3.26416015625","-2.92529296875","-2.92529296875","-2.92529296875","","",""
"543","","","","","","","","","","","","","","","","","","","-2.1545817057291665","-2.1545817057291665","-2.1545817057291665","","","","-1.11090087890625","-1.11090087890625","-1.11090087890625","","",""
"544","","","","","","","-1.8885281346738338","-1.8885281346738338","-1.8885281346738338","-1.8275033682584763","-1.8275033682584763","-1.8275033682584763","-2.1373558044433594","-2.1373558044433594","-2.1373558044433594","-2.4781494140625","-2.4781494140625","-2.4781494140625","","","","-1.819580078125","-1.819580078125","-1.819580078125","-2.070068359375","-2.070068359375","-2.070068359375","","",""
"545","","","","","","","","","","","","","","","","","","","","","","","","","-0.22441864013671875","-0.22441864013671875","-0.22441864013671875","","",""
"546","","","","","","","","","","","","","","","","","","","-1.5442237854003906","-1.5442237854003906","-1.5442237854003906","-1.195732593536377","-1.195732593536377","-1.195732593536377","-1.607421875","-1.607421875","-1.607421875","","",""
"547","","","","","","","","","","","","","","","","","","","","","","","","","-2.05859375","-2.05859375","-2.05859375","","",""
"548","","","","","","","","","","","","","","","","-1.563134789466858","-1.563134789466858","-1.563134789466858","","","","-2.1864013671875","-2.1864013671875","-2.1864013671875","-1.968505859375","-1.968505859375","-1.968505859375","","",""
"549","","","","","","","","","","","","","","","","","","","-1.0889078776041667","-1.0889078776041667","-1.0889078776041667","","","","1.203125","1.203125","1.203125","","",""
"550","","","","","","","","","","","","","","","","","","","","","","0.3820610046386719","0.3820610046386719","0.3820610046386719","-0.6365089416503906","-0.6365089416503906","-0.6365089416503906","","",""
"551","","","","","","","","","","","","","","","","","","","","","","","","","0.99932861328125","0.99932861328125","0.99932861328125","","",""
"552","","","","","","","","","","","","","-0.6106482231989503","-0.6106482231989503","-0.6106482231989503","0.42783164978027344","0.42783164978027344","0.42783164978027344","0.14586575826009116","0.14586575826009116","0.14586575826009116","0.5595054626464844","0.5595054626464844","0.5595054626464844","0.49341583251953125","0.49341583251953125","0.49341583251953125","","",""
"553","","","","","","","","","","","","","","","","","","","","","","","","","-0.842132568359375","-0.842132568359375","-0.842132568359375","","",""
"554","","","","","","","","","","","","","","","","","","","","","","-0.3162212371826172","-0.3162212371826172","-0.3162212371826172","0.29425048828125","0.29425048828125","0.29425048828125","","",""
"555","","","","","","","","","","","","","","","","","","","-1.2876866658528645","-1.2876866658528645","-1.2876866658528645","","","","-3.084228515625","-3.084228515625","-3.084228515625","","",""
"556","","","","","","","","","","","","","","","","-1.8557465076446533","-1.8557465076446533","-1.8557465076446533","","","","-3.130126953125","-3.130126953125","-3.130126953125","-1.98974609375","-1.98974609375","-1.98974609375","","",""
"557","","","","","","","","","","","","","","","","","","","","","","","","","-1.718505859375","-1.718505859375","-1.718505859375","","",""
"558","","","","","","","","","","","","","","","","","","","-2.134765625","-2.134765625","-2.134765625","-1.971923828125","-1.971923828125","-1.971923828125","-2.05078125","-2.05078125","-2.05078125","","",""
"559","","","","","","","","","","","","","","","","","","","","","","","","","-2.056640625","-2.056640625","-2.056640625","","",""
"560","","","","","","","","","","-1.3188989236950874","-1.3188989236950874","-1.3188989236950874","-1.918430332094431","-1.918430332094431","-1.918430332094431","-2.4425048828125","-2.4425048828125","-2.4425048828125","","","","-3.2144775390625","-3.2144775390625","-3.2144775390625","-2.7353515625","-2.7353515625","-2.7353515625","","",""
"561","","","","","","","","","","","","","","","","","","","-2.6673177083333335","-2.6673177083333335","-2.6673177083333335","","","","-2.2890625","-2.2890625","-2.2890625","","",""
"562","","","","","","","","","","","","","","","","","","","","","","-2.791748046875","-2.791748046875","-2.791748046875","-2.47998046875","-2.47998046875","-2.47998046875","","",""
"563","","","","","","","","","","","","","","","","","","","","","","","","","-1.795654296875","-1.795654296875","-1.795654296875","","",""
"564","","","","","","","","","","","","","","","","-1.471649169921875","-1.471649169921875","-1.471649169921875","-1.38177490234375","-1.38177490234375","-1.38177490234375","-0.28924560546875","-0.28924560546875","-0.28924560546875","0.832763671875","0.832763671875","0.832763671875","","",""
"565","","","","","","","","","","","","","","","","","","","","","","","","","-1.77099609375","-1.77099609375","-1.77099609375","","",""
"566","","","","","","","","","","","","","","","","","","","","","","-1.4405517578125","-1.4405517578125","-1.4405517578125","-0.6585845947265625","-0.6585845947265625","-0.6585845947265625","","",""
"567","","","","","","","","","","","","","","","","","","","-1.1395748456319172","-1.1395748456319172","-1.1395748456319172","","","","-0.21445512771606445","-0.21445512771606445","-0.21445512771606445","","",""
"568","","","","","","","","","","","","","-1.397992867976427","-1.397992867976427","-1.397992867976427","-1.1189757585525513","-1.1189757585525513","-1.1189757585525513","","","","-0.7185945510864258","-0.7185945510864258","-0.7185945510864258","-1.161376953125","-1.161376953125","-1.161376953125","","",""
"569","","","","","","","","","","","","","","","","","","","","","","","","","0.936767578125","0.936767578125","0.936767578125","","",""
"570","","","","","","","","","","","","","","","","","","","-0.7273737589518229","-0.7273737589518229","-0.7273737589518229","-0.6787872314453125","-0.6787872314453125","-0.6787872314453125","-1.69921875","-1.69921875","-1.69921875","","",""
"571","","","","","","","","","","","","","","","","","","","","","","","","","-0.18047618865966797","-0.18047618865966797","-0.18047618865966797","","",""
"572","","","","","","","","","","","","","","","","-0.4189281463623047","-0.4189281463623047","-0.4189281463623047","","","","-0.3776817321777344","-0.3776817321777344","-0.3776817321777344","-0.38623809814453125","-0.38623809814453125","-0.38623809814453125","","",""
"573","","","","","","","","","","","","","","","","","","","-0.590173085530599","-0.590173085530599","-0.590173085530599","","","","-0.948974609375","-0.948974609375","-0.948974609375","","",""
"574","","","","","","","","","","","","","","","","","","","","","","-0.6731834411621094","-0.6731834411621094","-0.6731834411621094","-0.3957366943359375","-0.3957366943359375","-0.3957366943359375","","",""
"575","","","","","","","","","","","","","","","","","","","","","","","","","-0.514582633972168","-0.514582633972168","-0.514582633972168","","",""
"576","","","","-1.5853107869625092","-1.5853107869625092","-1.5853107869625092","-1.136038402095437","-1.136038402095437","-1.136038402095437","-0.9776232838630676","-0.9776232838630676","-0.9776232838630676","-0.7040026187896729","-0.7040026187896729","-0.7040026187896729","-0.7269744873046875","-0.7269744873046875","-0.7269744873046875","-0.8907597859700521","-0.8907597859700521","-0.8907597859700521","-0.9595212340354919","-0.9595212340354919","-0.9595212340354919","-1.699462890625","-1.699462890625","-1.699462890625","","",""
"577","","","","","","","","","","","","","","","","","","","","","","","","","-2.215576171875","-2.215576171875","-2.215576171875","","",""
"578","","","","","","","","","","","","","","","","","","","","","","-0.8028564453125","-0.8028564453125","-0.8028564453125","0.9652099609375","0.9652099609375","0.9652099609375","","",""
"579","","","","","","","","","","","","","","","","","","","-1.6221923828125","-1.6221923828125","-1.6221923828125","","","","-2.964111328125","-2.964111328125","-2.964111328125","","",""
"580","","","","","","","","","","","","","","","","-1.2894287109375","-1.2894287109375","-1.2894287109375","","","","-1.6097526550292969","-1.6097526550292969","-1.6097526550292969","-0.5517959594726562","-0.5517959594726562","-0.5517959594726562","","",""
"581","","","","","","","","","","","","","","","","","","","","","","","","","0.479217529296875","0.479217529296875","0.479217529296875","","",""
"582","","","","","","","","","","","","","","","","","","","-1.395234743754069","-1.395234743754069","-1.395234743754069","-1.3834114074707031","-1.3834114074707031","-1.3834114074707031","-2.422119140625","-2.422119140625","-2.422119140625","","",""
"583","","","","","","","","","","","","","","","","","","","","","","","","","-5.181640625","-5.181640625","-5.181640625","","",""
"584","","","","","","","","","","","","","-1.8738648891448975","-1.8738648891448975","-1.8738648891448975","-3.0912771224975586","-3.0912771224975586","-3.0912771224975586","","","","-3.8648681640625","-3.8648681640625","-3.8648681640625","-2.443115234375","-2.443115234375","-2.443115234375","","",""
"585","","","","","","","","","","","","","","","","","","","-2.7988662719726562","-2.7988662719726562","-2.7988662719726562","","","","-0.20062541961669922","-0.20062541961669922","-0.20062541961669922","","",""
"586","","","","","","","","","","","","","","","","","","","","","","-1.1457147598266602","-1.1457147598266602","-1.1457147598266602","-1.7435302734375","-1.7435302734375","-1.7435302734375","","",""
"587","","","","","","","","","","","","","","","","","","","","","","","","","-1.2548828125","-1.2548828125","-1.2548828125","","",""
"588","","","","","","","","","","","","","","","","-1.485692024230957","-1.485692024230957","-1.485692024230957","-2.0701904296875","-2.0701904296875","-2.0701904296875","-1.994384765625","-1.994384765625","-1.994384765625","-2.22119140625","-2.22119140625","-2.22119140625","","",""
"589","","","","","","","","","","","","","","","","","","","","","","","","","-1.408447265625","-1.408447265625","-1.408447265625","","",""
"590","","","","","","","","","","","","","","","","","","","","","","-2.833984375","-2.833984375","-2.833984375","-3.59521484375","-3.59521484375","-3.59521484375","","",""
"591","","","","","","","","","","","","","","","","","","","-2.251967112223307","-2.251967112223307","-2.251967112223307","","","","0.014556884765625","0.014556884765625","0.014556884765625","","",""
"592","","","","","","","","","","-1.8545064106583595","-1.8545064106583595","-1.8545064106583595","-1.6671156883239746","-1.6671156883239746","-1.6671156883239746","-2.5331335067749023","-2.5331335067749023","-2.5331335067749023","","","","-1.3603363037109375","-1.3603363037109375","-1.3603363037109375","-2.422607421875","-2.422607421875","-2.422607421875","","",""
"593","","","","","","","","","","","","","","","","","","","","","","","","","-1.260498046875","-1.260498046875","-1.260498046875","","",""
"594","","","","","","","","","","","","","","","","","","","-1.4557291666666667","-1.4557291666666667","-1.4557291666666667","-0.065765380859375","-0.065765380859375","-0.065765380859375","1.572998046875","1.572998046875","1.572998046875","","",""
"595","","","","","","","","","","","","","","","","","","","","","","","","","-1.631591796875","-1.631591796875","-1.631591796875","","",""
"596","","","","","","","","","","","","","","","","-0.5892224311828613","-0.5892224311828613","-0.5892224311828613","","","","-1.236809492111206","-1.236809492111206","-1.236809492111206","-0.2548789978027344","-0.2548789978027344","-0.2548789978027344","","",""
"597","","","","","","","","","","","","","","","","","","","-1.4361063639322917","-1.4361063639322917","-1.4361063639322917","","","","-1.791259765625","-1.791259765625","-1.791259765625","","",""
"598","","","","","","","","","","","","","","","","","","","","","","-2.0413818359375","-2.0413818359375","-2.0413818359375","-1.654296875","-1.654296875","-1.654296875","","",""
"599","","","","","","","","","","","","","","","","","","","","","","","","","-1.0142822265625","-1.0142822265625","-1.0142822265625","","",""
"600","","","","","","","","","","","","","-1.2523460388183594","-1.2523460388183594","-1.2523460388183594","-1.982147216796875","-1.982147216796875","-1.982147216796875","-2.7355143229166665","-2.7355143229166665","-2.7355143229166665","-1.80145263671875","-1.80145263671875","-1.80145263671875","-1.653076171875","-1.653076171875","-1.653076171875","","",""
"601","","","","","","","","","","","","","","","","","","","","","","","","","-2.56884765625","-2.56884765625","-2.56884765625","","",""
"602","","","","","","","","","","","","","","","","","","","","","","-2.22454833984375","-2.22454833984375","-2.22454833984375","-1.0263671875","-1.0263671875","-1.0263671875","","",""
"603","","","","","","","","","","","","","","","","","","","-2.6577962239583335","-2.6577962239583335","-2.6577962239583335","","","","-2.57275390625","-2.57275390625","-2.57275390625","","",""
"604","","","","","","","","","","","","","","","","-2.6524658203125","-2.6524658203125","-2.6524658203125","","","","-2.885009765625","-2.885009765625","-2.885009765625","-2.306396484375","-2.306396484375","-2.306396484375","","",""
"605","","","","","","","","","","","","","","","","","","","","","","","","","-1.8505859375","-1.8505859375","-1.8505859375","","",""
"606","","","","","","","","","","","","","","","","","","","-2.1979955037434897","-2.1979955037434897","-2.1979955037434897","-2.019775390625","-2.019775390625","-2.019775390625","-1.1452598571777344","-1.1452598571777344","-1.1452598571777344","","",""
"607","","","","","","","","","","","","","","","","","","","","","","","","","-2.044677734375","-2.044677734375","-2.044677734375","","",""
"608","","","","","","","-1.8159270286560059","-1.8159270286560059","-1.8159270286560059","-1.795271396636963","-1.795271396636963","-1.795271396636963","-2.29349946975708","-2.29349946975708","-2.29349946975708","-1.9267158508300781","-1.9267158508300781","-1.9267158508300781","","","","-1.9931640625","-1.9931640625","-1.9931640625","-1.4693603515625","-1.4693603515625","-1.4693603515625","","",""
"609","","","","","","","","","","","","","","","","","","","-1.967041015625","-1.967041015625","-1.967041015625","","","","-1.29638671875","-1.29638671875","-1.29638671875","","",""
"610","","","","","","","","","","","","","","","","","","","","","","-2.2509765625","-2.2509765625","-2.2509765625","-2.275146484375","-2.275146484375","-2.275146484375","","",""
"611","","","","","","","","","","","","","","","","","","","","","","","","","-1.754638671875","-1.754638671875","-1.754638671875","","",""
"612","","","","","","","","","","","","","","","","-2.07666015625","-2.07666015625","-2.07666015625","-2.2218424479166665","-2.2218424479166665","-2.2218424479166665","-2.0655517578125","-2.0655517578125","-2.0655517578125","-1.809814453125","-1.809814453125","-1.809814453125","","",""
"613","","","","","","","","","","","","","","","","","","","","","","","","","-6.08984375","-6.08984375","-6.08984375","","",""
"614","","","","","","","","","","","","","","","","","","","","","","-2.3466930389404297","-2.3466930389404297","-2.3466930389404297","-0.26513218879699707","-0.26513218879699707","-0.26513218879699707","","",""
"615","","","","","","","","","","","","","","","","","","","-1.9391530354817708","-1.9391530354817708","-1.9391530354817708","","","","-1.12255859375","-1.12255859375","-1.12255859375","","",""
"616","","","","","","","","","","","","","-1.919891357421875","-1.919891357421875","-1.919891357421875","-1.794607162475586","-1.794607162475586","-1.794607162475586","","","","-1.0677947998046875","-1.0677947998046875","-1.0677947998046875","-0.988067626953125","-0.988067626953125","-0.988067626953125","","",""
"617","","","","","","","","","","","","","","","","","","","","","","","","","-4.0263671875","-4.0263671875","-4.0263671875","","",""
"618","","","","","","","","","","","","","","","","","","","-2.6397501627604165","-2.6397501627604165","-2.6397501627604165","-3.379150390625","-3.379150390625","-3.379150390625","-3.47705078125","-3.47705078125","-3.47705078125","","",""
"619","","","","","","","","","","","","","","","","","","","","","","","","","-0.6832923889160156","-0.6832923889160156","-0.6832923889160156","","",""
"620","","","","","","","","","","","","","","","","-2.0747909545898438","-2.0747909545898438","-2.0747909545898438","","","","-1.3093376159667969","-1.3093376159667969","-1.3093376159667969","-1.661376953125","-1.661376953125","-1.661376953125","","",""
"621","","","","","","","","","","","","","","","","","","","-1.3643900553385417","-1.3643900553385417","-1.3643900553385417","","","","-0.661712646484375","-0.661712646484375","-0.661712646484375","","",""
"622","","","","","","","","","","","","","","","","","","","","","","-1.465362548828125","-1.465362548828125","-1.465362548828125","-1.73876953125","-1.73876953125","-1.73876953125","","",""
"623","","","","","","","","","","","","","","","","","","","","","","","","","-0.6201343536376953","-0.6201343536376953","-0.6201343536376953","","",""
"624","","","","","","","","","","-1.9756594002246857","-1.9756594002246857","-1.9756594002246857","-2.058868408203125","-2.058868408203125","-2.058868408203125","-1.5405426025390625","-1.5405426025390625","-1.5405426025390625","-1.7049763997395833","-1.7049763997395833","-1.7049763997395833","-1.2752227783203125","-1.2752227783203125","-1.2752227783203125","-2.37353515625","-2.37353515625","-2.37353515625","","",""
"625","","","","","","","","","","","","","","","","","","","","","","","","","-1.59814453125","-1.59814453125","-1.59814453125","","",""
"626","","","","","","","","","","","","","","","","","","","","","","-2.646728515625","-2.646728515625","-2.646728515625","-3.40869140625","-3.40869140625","-3.40869140625","","",""
"627","","","","","","","","","","","","","","","","","","","-2.4893391927083335","-2.4893391927083335","-2.4893391927083335","","","","-3.225341796875","-3.225341796875","-3.225341796875","","",""
"628","","","","","","","","","","","","","","","","-2.0191650390625","-2.0191650390625","-2.0191650390625","","","","-2.258544921875","-2.258544921875","-2.258544921875","-1.46630859375","-1.46630859375","-1.46630859375","","",""
"629","","","","","","","","","","","","","","","","","","","","","","","","","-1.27459716796875","-1.27459716796875","-1.27459716796875","","",""
"630","","","","","","","","","","","","","","","","","","","-1.9178263346354167","-1.9178263346354167","-1.9178263346354167","-1.881500244140625","-1.881500244140625","-1.881500244140625","-1.93994140625","-1.93994140625","-1.93994140625","","",""
"631","","","","","","","","","","","","","","","","","","","","","","","","","-0.74615478515625","-0.74615478515625","-0.74615478515625","","",""
"632","","","","","","","","","","","","","-2.188201904296875","-2.188201904296875","-2.188201904296875","-1.58062744140625","-1.58062744140625","-1.58062744140625","","","","-1.647247314453125","-1.647247314453125","-1.647247314453125","-1.9976806640625","-1.9976806640625","-1.9976806640625","","",""
"633","","","","","","","","","","","","","","","","","","","-1.7889200846354167","-1.7889200846354167","-1.7889200846354167","","","","-1.594482421875","-1.594482421875","-1.594482421875","","",""
"634","","","","","","","","","","","","","","","","","","","","","","-1.8363037109375","-1.8363037109375","-1.8363037109375","-2.45263671875","-2.45263671875","-2.45263671875","","",""
"635","","","","","","","","","","","","","","","","","","","","","","","","","-1.152587890625","-1.152587890625","-1.152587890625","","",""
